,speciesType,tissueType,UberonOntologyID,cancerType,cellType,cellName,CellOntologyID,cellMarker,geneSymbol,geneID,proteinName,proteinID,markerResource,PMID,Company
3776,Mouse,Brain,UBERON_0000955,Normal,Normal cell,Long-projecting GABAergic cell,CL_0000540,"1700058G18Rik, 1700086L19Rik, A930011G23Rik, Adamts16, Arhgdig, Arhgef15, Arl4a, Ass1, B2m, Bace2, Carhsp1, Ccdc109b, Chodl, Clic1, Cnih3, Col11a1, Cort, Ctxn2, D430019H16Rik, Dbpht2, Dpy19l1, Egfl7, Fam46a, Fndc1, Gabra2, Gabrg1, Gm11744, Gpr126, Gpr88, Hey1, Htr1a, Kcnmb4, N28178, Ndrg1, Ndst4, Nnat, Nos1, Nptx1, Ntn1, Opn3, Oxtr, Patl2, Pnma3, Pou3f2, Prex1, Ptn, Ptpru, Rasgef1b, Rbp1, S100a10, Sc5d, Sfrp1, Slc5a5, Slc5a7, Slc7a3, Sst, St6galnac2, Sv2b, Tppp3, Tspan17, Wnt2, Wwc1","Kcnmb4, NA, NA, Adamts16, Arhgdig, Arhgef15, Arl4a, Ass1, B2m, Bace2, Carhsp1, NA, Chodl, Clic1, Cnih3, Col11a1, Cort, Ctxn2, D430019H16Rik, Dbpht2, Dpy19l1, Egfl7, Fam46a, Fndc1, Gabra2, Gabrg1, NA, NA, Gpr88, Hey1, Htr1a, Kcnmb4, NA, Ndrg1, Ndst4, Nnat, Nos1, Nptx1, Ntn1, Opn3, Oxtr, Patl2, Pnma3, Pou3f2, Prex1, Ptn, Ptpru, Rasgef1b, Rbp1, S100a10, Sc5d, Sfrp1, Slc5a5, Slc5a7, Slc7a3, Sst, St6galnac2, Sv2b, Tppp3, Tspan17, Wnt2, Wwc1","58802, NA, NA, 271127, 14570, 442801, 11861, 11898, 12010, 56175, 52502, NA, 246048, 114584, 72978, 12814, 12854, 381418, 268595, 386753, 244745, 353156, 212943, 68655, 14395, 14405, NA, NA, 64378, 15213, 15550, 58802, NA, 17988, 64580, 18111, 18125, 18164, 18208, 13603, 18430, 67578, 245468, 18992, 277360, 19242, 19273, 320292, 19659, 20194, 235293, 20377, 114479, 63993, 11989, 20604, 20446, 64176, 67971, 74257, 22413, 211652","KCMB4, NA, NA, ATS16, GDIR3, ARHGF, ARL4A, ASSY, B2MG, BACE2, CHSP1, NA, CHODL, CLIC1, CNIH3, COBA1, CORT, CTXN2, NA, NA, D19L1, EGFL7, NA, NA, GBRA2, GBRG1, NA, NA, GPR88, HEY1, 5HT1A, KCMB4, NA, NDRG1, NDST4, NNAT, NOS1, NPTX1, NET1, OPN3, OXYR, PATL2, PNMA3, PO3F2, PREX1, PTN, PTPRU, RGF1B, RET1, S10AA, SC5D, SFRP1, SC5A5, SC5A7, CTR3, SMS, SIA7B, SV2B, TPPP3, TSN17, WNT2, KIBRA","Q9JIN6, NA, NA, Q69Z28, Q62160, Q5FWH6, P61213, P16460, P01887, Q9JL18, Q9CR86, NA, Q9CXM0, Q9Z1Q5, Q6ZWS4, Q61245, P56469, Q3URE8, NA, NA, A6X919, Q9QXT5, NA, NA, P26048, Q9R0Y8, NA, NA, Q9EPB7, Q9WV93, Q64264, Q9JIN6, NA, Q62433, Q9EQW8, Q61979, Q9Z0J4, Q62443, O09118, Q9WUK7, P97926, A2ARM1, Q8JZW8, P31360, Q69ZK0, P63089, B1AUH1, Q8JZL7, Q00915, P08207, O88822, Q8C4U3, Q99PN0, Q8BGY9, P70423, P60041, P70277, Q8BG39, Q9CRB6, Q9D7W4, P21552, Q5SXA9",Single-cell sequencing,28942923,
3777,Mouse,Brain,UBERON_0000955,Normal,Normal cell,Martinotti cell,CL_0000540,"2810011L19Rik, Ano3, Atp2b4, Bai1, Capn5, Cdh22, Cdh7, Foxred2, Hdac4, Hopx, Hpse, Il34, Kcnk13, Lama4, Lipa, Rasl11a, Reln, Sgcd, Sirt4, Slc30a3, Snx8, Timp3, Unc13c, Zdhhc18","NA, Ano3, Atp2b4, NA, Capn5, Cdh22, Cdh7, Foxred2, Hdac4, Hopx, Hpse, Il34, Kcnk13, Lama4, Lipa, Rasl11a, Reln, Sgcd, Sirt4, Slc30a3, Snx8, Timp3, Unc13c, Zdhhc18","NA, 228432, 381290, NA, 12337, 104010, 241201, 239554, 208727, 74318, 15442, 76527, 217826, 16775, 16889, 68895, 19699, 24052, 75387, 22784, 231834, 21859, 208898, 503610","NA, ANO3, AT2B4, NA, CAN5, CAD22, CADH7, FXRD2, HDAC4, HOP, HPSE, IL34, KCNKD, LAMA4, LICH, RSLBA, RELN, SGCD, SIR4, ZNT3, SNX8, TIMP3, UN13C, ZDH18","NA, A2AHL1, Q6Q477, NA, O08688, Q9WTP5, Q8BM92, Q3USW5, Q6NZM9, Q8R1H0, Q6YGZ1, Q8R1R4, Q8R1P5, P97927, Q9Z0M5, Q6IMB1, Q60841, P82347, Q8R216, P97441, Q8CFD4, P39876, Q8K0T7, Q5Y5T2",Single-cell sequencing,28942923,
3778,Mouse,Brain,UBERON_0000955,Normal,Normal cell,Interneuron-selective cell,CL_0000099,"2010300C02Rik, Bcar3, Celsr3, Chrna4, Cpox, Dlgap3, Dok7, Egfr, Kcnh3, Lrrc3b, Miat, Npy2r, Nr2e1, Ostf1, Ptms, Rasd2, Rgs16, Rprm, Sema5b, Slc12a4, St3gal1, Tpbg, Unc5a, Wscd2","2010300C02Rik, Bcar3, Celsr3, Chrna4, Cpox, Dlgap3, Dok7, Egfr, Kcnh3, Lrrc3b, NA, Npy2r, Nr2e1, Ostf1, Ptms, Rasd2, Rgs16, Rprm, Sema5b, Slc12a4, St3gal1, Tpbg, Unc5a, Wscd2","72097, 29815, 107934, 11438, 12892, 242667, 231134, 13649, 16512, 218763, NA, 18167, 21907, 20409, 69202, 75141, 19734, 67874, 20357, 20498, 20442, 21983, 107448, 320916","NA, BCAR3, CELR3, ACHA4, HEM6, DLGP3, DOK7, EGFR, KCNH3, LRC3B, NA, NPY2R, NR2E1, OSTF1, PTMS, RHES, RGS16, RPRM, SEM5B, S12A4, SIA4A, TPBG, UNC5A, WSCD2","NA, Q9QZK2, Q91ZI0, O70174, P36552, Q6PFD5, Q18PE0, Q01279, Q9WVJ0, Q8VCH9, NA, P97295, Q64104, Q62422, Q9D0J8, P63032, P97428, Q9JJ72, Q60519, Q9JIS8, P54751, Q9Z0L0, Q8K1S4, D4PHA7",Single-cell sequencing,28942923,
3779,Mouse,Brain,UBERON_0000955,Normal,Normal cell,CCK basket cell,CL_0000118,"Cadps2, Ccnd3, Cnr1, Col15a1, Cryab, Cxcl14, Egln3, Eif2c2, Eps8, Fam163a, Il4ra, Jam2, Kcnf1, Larp1b, Ldb2, Mxd1, Pde7b, Pnoc, Ramp1, Scyl2, Sh3bp4, Slc25a29, Sntb1, Sp8, Tac2, Unk, Usp53","Cadps2, Ccnd3, Cnr1, Col15a1, Cryab, Cxcl14, Egln3, NA, Eps8, Fam163a, Il4ra, Jam2, Kcnf1, Larp1b, Ldb2, Mxd1, Pde7b, Pnoc, Ramp1, Scyl2, Sh3bp4, Slc25a29, Sntb1, Sp8, Tac2, Unk, Usp53","320405, 12445, 12801, 12819, 12955, 57266, 112407, NA, 13860, 329274, 16190, 67374, 382571, 214048, 16826, 17119, 29863, 18155, 51801, 213326, 98402, 214663, 20649, 320145, 21334, 217331, 99526","CAPS2, CCND3, CNR1, COFA1, CRYAB, CXL14, EGLN3, NA, EPS8, F163A, NA, JAM2, KCNF1, NA, LDB2, MAD1, PDE7B, PNOC, RAMP1, SCYL2, SH3B4, MCATL, SNTB1, SP8, NA, UNK, UBP53","Q8BYR5, P30282, P47746, O35206, P23927, Q9WUQ5, Q91UZ4, NA, Q08509, Q8CAA5, NA, Q9JI59, Q7TSH7, NA, O55203, P50538, Q9QXQ1, Q64387, Q9WTJ5, Q8CFE4, Q921I6, Q8BL03, Q99L88, Q8BMJ8, NA, Q8BL48, P15975",Single-cell sequencing,28942923,
3780,Mouse,Brain,UBERON_0000955,Normal,Normal cell,Ependymal cell,CL_0000065,"Acta2, Ccdc153, Clu, Foxj1, Gja1, Mia, Rarres2, S100b, Sox9, Tm4sf1, Tmem212","Acta2, Ccdc153, Clu, Foxj1, Gja1, Mia, Rarres2, S100b, Sox9, Tm4sf1, Tmem212","11475, 270150, 12759, 15223, 14609, 12587, 71660, 20203, 20682, 17112, 208613","ACTA, CC153, CLUS, FOXJ1, CXA1, MIA, RARR2, S100B, SOX9, T4S1, TM212","P62737, P0C7Q1, Q06890, Q61660, P23242, Q61865, Q9DD06, P50114, Q04887, Q64302, Q8C6V3",Single-cell sequencing,29727663,
3781,Mouse,Brain,UBERON_0000955,Normal,Normal cell,Quiescent neural stem cell,CL_0000047,"Aldoc, Atp1a2, Clu, Gja1, Htra1, Mfge8, Ntm, Ntsr2, S100b, Sox9","Aldoc, Atp1a2, Clu, Gja1, Htra1, Mfge8, Ntm, Ntsr2, S100b, Sox9","11676, 98660, 12759, 14609, 56213, 17304, 235106, 18217, 20203, 20682","ALDOC, AT1A2, CLUS, CXA1, HTRA1, MFGM, NTRI, NTR2, S100B, SOX9","P05063, Q6PIE5, Q06890, P23242, Q9R118, P21956, Q99PJ0, P70310, P50114, Q04887",Single-cell sequencing,29727663,
3782,Mouse,Brain,UBERON_0000955,Normal,Normal cell,Activated neural stem cell,CL_0000047,"Csf3, Fbxo2, Fxyd1, Gfap, Id3, Thbs4","Csf3, Fbxo2, Fxyd1, Gfap, Id3, Thbs4","12985, 230904, 56188, 14580, 15903, 21828","CSF3, FBX2, PLM, GFAP, ID3, TSP4","P09920, Q80UW2, Q9Z239, P03995, P41133, Q9Z1T2",Single-cell sequencing,29727663,
3783,Mouse,Brain,UBERON_0000955,Normal,Normal cell,Late activated neural stem cell,CL_0000047,"2810417H13Rik, Cdk1, Cenpf, Hist1h2ap, Hmgb2, Top2a","Pclaf, Cdk1, Cenpf, Hist1h2ap, Hmgb2, Top2a","68026, 12534, 108000, 319171, 97165, 21973","PAF15, CDK1, NA, H2A1P, HMGB2, TOP2A","Q9CQX4, P11440, NA, C0HKE9, P30681, Q01320",Single-cell sequencing,29727663,
3784,Mouse,Brain,UBERON_0000955,Normal,Normal cell,Neuroblast,CL_0000031,"Btg1, Celf4, Dcx, Meis2, Stmn2","Btg1, Celf4, Dcx, Meis2, Stmn2","12226, 108013, 13193, 17536, 20257","BTG1, CELF4, DCX, MEIS2, STMN2","P62325, Q7TSY6, O88809, P97367, P55821",Single-cell sequencing,29727663,
3785,Mouse,Brain,UBERON_0000955,Normal,Normal cell,Oligodendrocyte,CL_0000128,"Cdn11, Mbp, Olig1, Plp1, Ptgds, Sox10","NA, Mbp, Olig1, Plp1, Ptgds, Sox10","NA, 17196, 50914, 18823, 19215, 20665","NA, MBP, OLIG1, MYPR, PTGDS, SOX10","NA, P04370, Q9JKN5, P60202, O09114, Q04888",Single-cell sequencing,29727663,
3786,Mouse,Brain,UBERON_0000955,Normal,Normal cell,Microglial cell,CL_0000129,"C1qa, C1qb, C1qc, Ctss, Cx3cr1","C1qa, C1qb, C1qc, Ctss, Cx3cr1","12259, 12260, 12262, 13040, 13051","C1QA, C1QB, C1QC, CATS, CX3C1","P98086, P14106, Q02105, O70370, Q9Z0D9",Single-cell sequencing,29727663,
3789,Mouse,Brain,UBERON_0000955,Normal,Normal cell,Type I spiral ganglion neuron,CL_0011113,"Kcnc3, Nefl, Scn4b, Tubb3","Kcnc3, Nefl, Scn4b, Tubb3","16504, 18039, 399548, 22152","KCNC3, NFL, SCN4B, TBB3","Q63959, P08551, Q7M729, Q9ERD7",Single-cell sequencing,30078710,
3790,Mouse,Brain,UBERON_0000955,Normal,Normal cell,Type II spiral ganglion neuron,CL_0011113,"Gata3, Mafb, Prph, Th","Gata3, Mafb, Prph, Th","14462, 16658, 19132, 21823","GATA3, MAFB, PERI, TY3H","P23772, P54841, P15331, P24529",Single-cell sequencing,30078710,
3791,Mouse,Brain,UBERON_0000955,Normal,Normal cell,Progenitor cell,,Ascl1,Ascl1,17172,ASCL1,Q02067,Single-cell sequencing,26541607,
3792,Mouse,Brain,UBERON_0000955,Normal,Normal cell,Precursor cell,CL_0011115,"Neurod1, Neurog1","Neurod1, Neurog1","18012, 18014","NDF1, NGN1","Q60867, P70660",Single-cell sequencing,26541607,
3793,Mouse,Brain,UBERON_0000955,Normal,Normal cell,Immature olfactory sensory neuron,CL_0000848,"Gap43, Gng8","Gap43, Gng8","14432, 14709","NEUM, GBG8","P06837, P63078",Single-cell sequencing,26541607,
3794,Mouse,Brain,UBERON_0000955,Normal,Normal cell,Mature olfactory sensory neuron,CL_0000207,Omp,Omp,18378,OMP,Q64288,Single-cell sequencing,26541607,
3797,Human,Esophagus,UBERON_0001043,Normal,Normal cell,FGFR1LowNME5- epithelial cell,CL_0000066,"ACSF3, ARRDC2, C19orf48, CCDC15, CD52, CD69, CDIP1, CLCA2, CLOCK, CRTC1, CYTIP, DCAKD, DIAPH3, DNAJC4, FABP3, FAM126A, FAM35A, FAM69B, GAS2L1, GAS7, GPC1, IL10RA, IRGQ, ISYNA1, L3MBTL3, LAPTM5, LOC171391, LPXN, LTV1, MBNL3, MCUR1, MFSD3, NDRG4, NUP160, NUP35, PEX11A, PHTF2, PIP4K2A, PPP1R9B, PWWP2A, RALY-AS1, RBSN, RNF166, RPL39L, SH3KBP1, SLC2A3, SPATC1L, TCF7, TET1, TMEM183A, TRAF1, ZNF142, ZNF462","ACSF3, ARRDC2, C19orf48, CCDC15, CD52, CD69, CDIP1, CLCA2, CLOCK, CRTC1, CYTIP, DCAKD, DIAPH3, DNAJC4, FABP3, FAM126A, NA, FAM69B, GAS2L1, GAS7, GPC1, IL10RA, IRGQ, ISYNA1, L3MBTL3, LAPTM5, NA, LPXN, LTV1, MBNL3, MCUR1, MFSD3, NDRG4, NUP160, NUP35, PEX11A, PHTF2, PIP4K2A, PPP1R9B, PWWP2A, NA, RBSN, RNF166, RPL39L, SH3KBP1, SLC2A3, SPATC1L, TCF7, TET1, TMEM183A, TRAF1, ZNF142, ZNF462","197322, 27106, 84798, 80071, 1043, 969, 29965, 9635, 9575, 23373, 9595, 79877, 81624, 3338, 2170, 84668, NA, 138311, 10634, 8522, 2817, 3587, 126298, 51477, 84456, 7805, NA, 9404, 84946, 55796, 63933, 113655, 65009, 23279, 129401, 8800, 57157, 5305, 84687, 114825, NA, 64145, 115992, 116832, 30011, 6515, 84221, 6932, 80312, 92703, 7185, 7701, 58499","ACSF3, ARRD2, CS048, CCD15, CD52, CD69, CDIP1, CLCA2, CLOCK, CRTC1, CYTIP, DCAKD, DIAP3, DNJC4, FABPH, HYCCI, FA35A, FA69B, GA2L1, GAS7, GPC1, I10R1, IRGQ, INO1, LMBL3, LAPM5, NA, LPXN, LTV1, MBNL3, MCUR1, MFSD3, NDRG4, NU160, NUP35, PX11A, PHTF2, PI42A, NEB2, PWP2A, NA, RBNS5, RN166, RL39L, SH3K1, GTR3, SPC1L, TCF7, TET1, T183A, TRAF1, ZN142, ZN462","Q4G176, Q8TBH0, Q6RUI8, Q0P6D6, P31358, Q07108, Q9H305, Q9UQC9, O15516, Q6UUV9, O60759, Q8WVC6, Q9NSV4, Q9NNZ3, P05413, Q9BYI3, Q86V20, Q5VUD6, Q99501, O60861, P35052, Q13651, Q8WZA9, Q9NPH2, Q96JM7, Q13571, NA, O60711, Q96GA3, Q9NUK0, Q96AQ8, Q96ES6, Q9ULP0, Q12769, Q8NFH5, O75192, Q8N3S3, P48426, Q96SB3, Q96N64, NA, Q9H1K0, Q96A37, Q96EH5, Q96B97, P11169, Q9H0A9, P36402, Q8NFU7, Q8IXX5, Q13077, P52746, Q96JM2",Single-cell sequencing,29802404,
3799,Human,Stomach,UBERON_0000945,Normal,Normal cell,Multipotent progenitor cell,,"ANKRD37, C2CD2, C7orf26, C8orf4, CASP3, CDC45, CENPQ, DDX31, DNAL4, DTX3L, ECE1, FAM229A, GJC2, GPT2, H2AFX, KIAA1586, KLHL11, LGSN, LRRC57, MAML2, MTA1, MTOR, NUDT8, PITPNM2, PLD1, PLK4, POMT2, PPIH, PROM1, PTP4A3, PWWP2B, RPE, SCARF2, SGK1, SLC25A38, SLX4IP, SNX7, SUPT7L, TBC1D15, TRAF4, UBE2D1, UBE2S, ZFAND1, ZFP41, ZNF143, ZNF354C, ZNF571","ANKRD37, C2CD2, C7orf26, TCIM, CASP3, CDC45, CENPQ, DDX31, DNAL4, DTX3L, ECE1, FAM229A, GJC2, GPT2, H2AFX, KIAA1586, KLHL11, LGSN, LRRC57, MAML2, MTA1, MTOR, NUDT8, PITPNM2, PLD1, PLK4, POMT2, PPIH, PROM1, PTP4A3, PWWP2B, RPE, SCARF2, SGK1, SLC25A38, SLX4IP, SNX7, SUPT7L, TBC1D15, TRAF4, UBE2D1, UBE2S, ZFAND1, ZFP41, ZNF143, ZNF354C, ZNF571","353322, 25966, 79034, 56892, 836, 8318, 55166, 64794, 10126, 151636, 1889, 100128071, 57165, 84706, 3014, 57691, 55175, 51557, 255252, 84441, 9112, 2475, 254552, 57605, 5337, 10733, 29954, 10465, 8842, 11156, 170394, 6120, 91179, 6446, 54977, 128710, 51375, 9913, 64786, 9618, 7321, 27338, 79752, 286128, 7702, 30832, 51276","ANR37, C2CD2, CG026, TCIM, CASP3, CDC45, CENPQ, DDX31, DNAL4, DTX3L, ECE1, F229A, CXG2, ALAT2, H2AX, K1586, KLH11, LGSN, LRC57, MAML2, MTA1, MTOR, NUDT8, PITM2, PLD1, PLK4, POMT2, PPIH, PROM1, TP4A3, PWP2B, RPE, SREC2, SGK1, S2538, SLX4I, SNX7, ST65G, TBC15, TRAF4, UB2D1, UBE2S, ZFAN1, ZFP41, ZN143, Z354C, ZN571","Q7Z713, Q9Y426, Q96N11, Q9NR00, P42574, O75419, Q7L2Z9, Q9H8H2, O96015, Q8TDB6, P42892, H3BQW9, Q5T442, Q8TD30, P16104, Q9HCI6, Q9NVR0, Q5TDP6, Q8N9N7, Q8IZL2, Q13330, P42345, Q8WV74, Q9BZ72, Q13393, O00444, Q9UKY4, O43447, O43490, O75365, Q6NUJ5, Q96AT9, Q96GP6, O00141, Q96DW6, Q5VYV7, Q9UNH6, O94864, Q8TC07, Q9BUZ4, P51668, Q16763, Q8TCF1, Q8N8Y5, P52747, Q86Y25, Q7Z3V5",Single-cell sequencing,29802404,
3800,Human,Stomach,UBERON_0000945,Normal,Normal cell,HES1High progenitor cell,,"ALDH1A3, PLXDC1","ALDH1A3, PLXDC1","220, 57125","AL1A3, PLDX1","P47895, Q8IUK5",Single-cell sequencing,29802404,
3801,Human,Stomach,UBERON_0000945,Normal,Normal cell,Parietal progenitor cell,,"ANXA1, CFH, FGD5, FKBP14, H6PD, HBB, KERA, ","ANXA1, CFH, FGD5, FKBP14, H6PD, HBB, KERA","301, 3075, 152273, 55033, 9563, 3043, 11081","ANXA1, CFAH, FGD5, FKB14, G6PE, HBB, KERA","P04083, P08603, Q6ZNL6, Q9NWM8, O95479, P68871, O60938",Single-cell sequencing,29802404,
3802,Human,Stomach,UBERON_0000945,Normal,Normal cell,Pit progenitor cell,,"ACTC1, ADRA1D, AK4, ALDH1B1, BARX1, BCL11A, BCL2, BMPER, CAPS, CFAP221, CFL2, CNN1, CORO1C, DHX35, DIXDC1, FAM19A4, FBXO32, GBP2, HACD1, HSPB8, IL17B, KCNMB1, LAMA5, LDB3, LIMS2, LRP5, LRRFIP2, MICALL1, MVB12B, NFIX, NPB, NRXN3, OLR1, P2RX4, PIPOX, PPP1R14A, RASSF3, RGAG4, RPRD1B, RSPO3, SBSPON, SETD1B, SGCA, SLC24A3, SLC2A4, SMG8, SRF, TIMM17A, TMEM47, TMEM51, TNFAIP8, VSNL1, WFDC1, WIF1, YBEY","ACTC1, ADRA1D, AK4, ALDH1B1, BARX1, BCL11A, BCL2, BMPER, CAPS, CFAP221, CFL2, CNN1, CORO1C, DHX35, DIXDC1, FAM19A4, FBXO32, GBP2, HACD1, HSPB8, IL17B, KCNMB1, LAMA5, LDB3, LIMS2, LRP5, LRRFIP2, MICALL1, MVB12B, NFIX, NPB, NRXN3, OLR1, P2RX4, PIPOX, PPP1R14A, RASSF3, NA, RPRD1B, RSPO3, SBSPON, SETD1B, SGCA, SLC24A3, SLC2A4, SMG8, SRF, TIMM17A, TMEM47, TMEM51, TNFAIP8, VSNL1, WFDC1, WIF1, YBEY","70, 146, 205, 219, 56033, 53335, 596, 168667, 828, 200373, 1073, 1264, 23603, 60625, 85458, 151647, 114907, 2634, 9200, 26353, 27190, 3779, 3911, 11155, 55679, 4041, 9209, 85377, 89853, 4784, 256933, 9369, 4973, 5025, 51268, 94274, 283349, NA, 58490, 84870, 157869, 23067, 6442, 57419, 6517, 55181, 6722, 10440, 83604, 55092, 25816, 7447, 58189, 11197, 54059","ACTC, ADA1D, KAD4, AL1B1, BARX1, BC11A, BCL2, BMPER, CAYP1, PCDP1, COF2, CNN1, COR1C, DHX35, DIXC1, F19A4, FBX32, GBP2, HACD1, HSPB8, IL17B, KCMB1, LAMA5, LDB3, LIMS2, LRP5, LRRF2, MILK1, MB12B, NFIX, NPB, NRX3A, OLR1, P2RX4, SOX, PP14A, RASF3, NA, RPR1B, RSPO3, SBSPO, SET1B, SGCA, NCKX3, GTR4, SMG8, SRF, TI17A, TMM47, TMM51, TFIP8, VISL1, WFDC1, WIF1, YBEY","P68032, P25100, P27144, P30837, Q9HBU1, Q9H165, P10415, Q8N8U9, Q13938, Q4G0U5, Q9Y281, P51911, Q9ULV4, Q9H5Z1, Q155Q3, Q96LR4, Q969P5, P32456, B0YJ81, Q9UJY1, Q9UHF5, Q16558, O15230, O75112, Q7Z4I7, O75197, Q9Y608, Q8N3F8, Q9H7P6, Q14938, Q8NG41, Q9Y4C0, P78380, Q99571, Q9P0Z9, Q96A00, Q86WH2, NA, Q9NQG5, Q9BXY4, Q8IVN8, Q9UPS6, Q16586, Q9HC58, P14672, Q8ND04, P11831, Q99595, Q9BQJ4, Q9NW97, O95379, P62760, Q9HC57, Q9Y5W5, P58557",Single-cell sequencing,29802404,
3803,Human,Stomach,UBERON_0000945,Normal,Normal cell,Pit cell,,"ADAMTS6, BLOC1S3, DCUN1D3, FAHD2B, GALNT7, GREM2, MBD1, NTN1, RBL1, RSPO2, SALL4, TMEM135, ZNF747","ADAMTS6, BLOC1S3, DCUN1D3, FAHD2B, GALNT7, GREM2, MBD1, NTN1, RBL1, RSPO2, SALL4, TMEM135, ZNF747","11174, 388552, 123879, 151313, 51809, 64388, 4152, 9423, 5933, 340419, 57167, 65084, 65988","ATS6, BL1S3, DCNL3, FAH2B, GALT7, GREM2, MBD1, NET1, RBL1, RSPO2, SALL4, TM135, ZN747","Q9UKP5, Q6QNY0, Q8IWE4, Q6P2I3, Q86SF2, Q9H772, Q9UIS9, O95631, P28749, Q6UXX9, Q9UJQ4, Q86UB9, Q9BV97",Single-cell sequencing,29802404,
3804,Human,Small intestine,UBERON_0002108,Normal,Normal cell,Tuft progenitor cell,,"ARG2, CCL2, GSS, H1F0, HOXA5, IER3, NECAP1, TPM2, TUBA8, ZNF609","ARG2, CCL2, GSS, H1F0, HOXA5, IER3, NECAP1, TPM2, TUBA8, ZNF609","384, 6347, 2937, 3005, 3202, 8870, 25977, 7169, 51807, 23060","ARGI2, CCL2, GSHB, H10, HXA5, IEX1, NECP1, TPM2, TBA8, ZN609","P78540, P13500, P48637, P07305, P20719, P46695, Q8NC96, P07951, Q9NY65, O15014",Single-cell sequencing,29802404,
3805,Human,Small intestine,UBERON_0002108,Normal,Normal cell,PROCR+ progenitor cell,,"CD248, CDH9, CUEDC2, FLRT2, GPC3, GPX7, IGFBP5, IL11RA, ITM2A, LHFP, LRRC17, MEOX2, MFAP4, MGP, PCOLCE, PI15, PLAC9, PRAF2, RAB23, RAMP2, RCN3, SFRP2","CD248, CDH9, CUEDC2, FLRT2, GPC3, GPX7, IGFBP5, IL11RA, ITM2A, NA, LRRC17, MEOX2, MFAP4, MGP, PCOLCE, PI15, PLAC9, PRAF2, RAB23, RAMP2, RCN3, SFRP2","57124, 1007, 79004, 23768, 2719, 2882, 3488, 3590, 9452, NA, 10234, 4223, 4239, 4256, 5118, 51050, 219348, 11230, 51715, 10266, 57333, 6423","CD248, CADH9, CUED2, FLRT2, GPC3, GPX7, IBP5, I11RA, ITM2A, NA, LRC17, MEOX2, MFAP4, MGP, PCOC1, PI15, PLAC9, PRAF2, RAB23, RAMP2, RCN3, SFRP2","Q9HCU0, Q9ULB4, Q9H467, O43155, P51654, Q96SL4, P24593, Q14626, O43736, NA, Q8N6Y2, P50222, P55083, P08493, Q15113, O43692, Q5JTB6, O60831, Q9ULC3, O60895, Q96D15, Q96HF1",Single-cell sequencing,29802404,
3807,Human,Small intestine,UBERON_0002108,Normal,Normal cell,Goblet cell,CL_0000160,"ABCA4, ACSS2, ATAD5, BCAS1, C8orf44, CCDC160, CENPM, CFHR4, CLCA1, ERN2, ESR1, FAM193B, FAM3B, FCGBP, FLJ46066, FUT6, GRPEL2, GSN, GSTCD, HEPACAM2, KLK1, KRT19, LOC101929549, MAGEF1, MCM3AP-AS1, MSANTD2, MT1M, MUC2, MYO1F, NEURL1, PAX3, PLEKHG6, REG4, REP15, RNASE1, SPDEF, SPINK4, SRP72, ST6GALNAC1, STARD10, STXBP5-AS1, SYP, TFF1, TSPYL5, VAMP4, ZBTB24","ABCA4, ACSS2, ATAD5, BCAS1, C8orf44, CCDC160, CENPM, CFHR4, CLCA1, ERN2, ESR1, FAM193B, FAM3B, FCGBP, NA, FUT6, GRPEL2, GSN, GSTCD, HEPACAM2, KLK1, KRT19, NA, MAGEF1, NA, MSANTD2, MT1M, MUC2, MYO1F, NEURL1, PAX3, PLEKHG6, REG4, REP15, RNASE1, SPDEF, SPINK4, SRP72, ST6GALNAC1, STARD10, NA, SYP, TFF1, TSPYL5, VAMP4, ZBTB24","24, 55902, 79915, 8537, 56260, 347475, 79019, 10877, 1179, 10595, 2099, 54540, 54097, 8857, NA, 2528, 134266, 2934, 79807, 253012, 3816, 3880, NA, 64110, NA, 79684, 4499, 4583, 4542, 9148, 5077, 55200, 83998, 387849, 6035, 25803, 27290, 6731, 55808, 10809, NA, 6855, 7031, 85453, 8674, 9841","ABCA4, ACSA, ATAD5, BCAS1, CH044, CC160, CENPM, FHR4, CLCA1, ERN2, ESR1, F193B, FAM3B, FCGBP, NA, FUT6, GRPE2, GELS, GSTCD, HECA2, KLK1, K1C19, NA, MAGF1, NA, MSD2, MT1M, MUC2, MYO1F, NEUL1, PAX3, PKHG6, REG4, REP15, RNAS1, SPDEF, ISK4, SRP72, SIA7A, STA10, NA, SYPH, TFF1, TSYL5, VAMP4, ZBT24","P78363, Q9NR19, Q96QE3, O75363, Q96CB5, A6NGH7, Q9NSP4, Q92496, A8K7I4, Q76MJ5, P03372, Q96PV7, P58499, Q9Y6R7, NA, P51993, Q8TAA5, P06396, Q8NEC7, A8MVW5, P06870, P08727, NA, Q9HAY2, NA, Q6P1R3, Q8N339, Q02817, O00160, O76050, P23760, Q3KR16, Q9BYZ8, Q6BDI9, P07998, O95238, O60575, O76094, Q9NSC7, Q9Y365, NA, P08247, P04155, Q86VY4, O75379, O43167",Single-cell sequencing,29802404,
